epoch,total_loss,synergy_loss,main_loss,ortho_loss,diff_loss,gran_loss,val_recall@1,val_i2t_recall@1,val_t2i_recall@1,val_recall@5,val_recall@10,val_mrr
104,0.235674,0.059409,0.550617,0.363978,4.849372,0.323375,0.3403,0.4783,0.2023,0.6133,0.729,0.469
105,0.223654,0.056687,0.54038,0.314522,4.849388,0.315524,0.4127,0.505,0.3203,0.6972,0.7963,0.542
106,0.227759,0.056914,0.543081,0.335112,4.849382,0.318818,0.3788,0.442,0.3157,0.6427,0.7445,0.5017
107,0.224885,0.054233,0.534153,0.347659,4.849378,0.306541,0.3385,0.394,0.283,0.5818,0.6882,0.456
108,0.233726,0.058175,0.546833,0.363042,4.849373,0.32089,0.3318,0.3853,0.2783,0.5752,0.6902,0.4492
109,0.216113,0.053073,0.529446,0.304736,4.849369,0.30016,0.2798,0.3727,0.187,0.5397,0.6612,0.4036
110,0.228759,0.057314,0.539697,0.348752,4.849388,0.312532,0.231,0.3207,0.1413,0.4803,0.5955,0.3523
111,0.225848,0.053266,0.52825,0.367519,4.849367,0.304471,0.2427,0.331,0.1543,0.4863,0.6093,0.3623
112,0.216054,0.050104,0.512045,0.350426,4.849368,0.28513,0.2847,0.3633,0.206,0.5417,0.6527,0.4076
113,0.210201,0.051868,0.516176,0.291338,4.849364,0.295513,0.2842,0.3827,0.1857,0.5442,0.6653,0.4092
114,0.216309,0.051316,0.521494,0.32984,4.849373,0.291781,0.3235,0.438,0.209,0.6253,0.7463,0.462
115,0.219069,0.055407,0.532725,0.306418,4.849357,0.305465,0.3118,0.338,0.2857,0.6197,0.7468,0.454
116,0.215537,0.053463,0.523558,0.312923,4.849361,0.291355,0.3218,0.3813,0.2623,0.6175,0.7347,0.4577
117,0.214749,0.051846,0.519558,0.3204,4.84935,0.290779,0.3828,0.4907,0.275,0.6747,0.7778,0.5144
118,0.204923,0.047248,0.503325,0.30715,4.849361,0.274747,0.3335,0.3457,0.3213,0.6588,0.7703,0.4804
119,0.206859,0.045857,0.500111,0.333816,4.849368,0.269572,0.4195,0.4187,0.4203,0.7203,0.8258,0.5547
120,0.202584,0.046357,0.499896,0.30186,4.849375,0.27194,0.329,0.3703,0.2877,0.6212,0.7405,0.4631
121,0.203793,0.044736,0.489648,0.334995,4.849378,0.265356,0.3193,0.3397,0.299,0.616,0.73,0.456
122,0.197432,0.044595,0.488723,0.294828,4.849368,0.264766,0.3998,0.484,0.3157,0.6847,0.7883,0.5296
123,0.193751,0.042382,0.472538,0.31129,4.849369,0.250016,0.4112,0.447,0.3753,0.7072,0.8173,0.5469
124,0.196109,0.040638,0.473946,0.334144,4.849357,0.247834,0.4447,0.5577,0.3317,0.7205,0.811,0.5688
125,0.19612,0.040847,0.47766,0.32801,4.849361,0.248356,0.3913,0.4693,0.3133,0.6892,0.7982,0.5257
126,0.187156,0.038942,0.472837,0.28231,4.849371,0.249292,0.53,0.6413,0.4187,0.7905,0.8717,0.6478
127,0.189884,0.042133,0.466548,0.297385,4.849367,0.245805,0.4212,0.4783,0.364,0.6983,0.802,0.5476
128,0.188175,0.039499,0.46725,0.297625,4.849357,0.24407,0.503,0.5953,0.4107,0.792,0.8793,0.6328
129,0.196761,0.041008,0.474685,0.336136,4.849364,0.247485,0.3082,0.336,0.2803,0.609,0.7258,0.4457
130,0.185943,0.037157,0.453073,0.319225,4.849358,0.232921,0.329,0.3843,0.2737,0.597,0.7067,0.4547
131,0.18676,0.036739,0.450209,0.334658,4.849358,0.226392,0.4062,0.45,0.3623,0.7147,0.8197,0.5444
132,0.179751,0.035485,0.448318,0.297741,4.849351,0.223603,0.4177,0.5117,0.3237,0.674,0.773,0.5374
133,0.180196,0.037054,0.453096,0.282673,4.849351,0.230909,0.4433,0.458,0.4287,0.7502,0.848,0.5809
134,0.185221,0.036835,0.458669,0.308081,4.849359,0.233327,0.394,0.4237,0.3643,0.6867,0.8008,0.5292
135,0.18538,0.037533,0.457561,0.308756,4.849355,0.23158,0.4142,0.512,0.3163,0.6892,0.789,0.5399
136,0.1871,0.036672,0.453088,0.330564,4.849352,0.230615,0.4182,0.5097,0.3267,0.7082,0.812,0.5514
137,0.186901,0.037259,0.452982,0.327525,4.849353,0.229571,0.5162,0.5957,0.4367,0.789,0.8692,0.6384
138,0.185399,0.038351,0.455887,0.306254,4.849347,0.233555,0.4442,0.56,0.3283,0.7233,0.8213,0.5708
139,0.177326,0.035511,0.445285,0.28452,4.84934,0.22509,0.3825,0.481,0.284,0.6722,0.7822,0.5146
140,0.179819,0.036377,0.441286,0.301372,4.849343,0.227112,0.5922,0.6797,0.5047,0.8375,0.9052,0.7012
141,0.178487,0.034979,0.437918,0.307638,4.849354,0.22021,0.5868,0.6443,0.5293,0.8345,0.8988,0.6959
142,0.179812,0.03556,0.441793,0.307688,4.849345,0.221862,0.3988,0.4867,0.311,0.6882,0.792,0.53
143,0.177066,0.034855,0.444242,0.287272,4.849353,0.224716,0.5493,0.6287,0.47,0.8308,0.905,0.6723
144,0.172157,0.036041,0.441422,0.254694,4.849344,0.222417,0.435,0.5173,0.3527,0.7268,0.8207,0.5669
145,0.172638,0.033353,0.43311,0.285565,4.849355,0.215025,0.4068,0.5287,0.285,0.689,0.7943,0.5369
146,0.176203,0.034217,0.432209,0.308416,4.849344,0.212579,0.4417,0.542,0.3413,0.7073,0.8042,0.5636
147,0.185771,0.036134,0.441495,0.344956,4.849341,0.222419,0.5363,0.5643,0.5083,0.8127,0.8898,0.66
148,0.178814,0.034476,0.439479,0.312178,4.849341,0.216815,0.3353,0.392,0.2787,0.6237,0.746,0.4688
149,0.18793,0.037806,0.449646,0.338417,4.849346,0.226641,0.2548,0.3233,0.1863,0.5088,0.6332,0.377
150,0.177775,0.033236,0.431039,0.325201,4.849338,0.211839,0.4638,0.495,0.4327,0.7432,0.8288,0.5886
151,0.173794,0.031278,0.427924,0.313301,4.849339,0.208841,0.3968,0.4767,0.317,0.6785,0.7818,0.5264
152,0.175705,0.03562,0.435198,0.292909,4.849344,0.215764,0.4483,0.4687,0.428,0.7333,0.8307,0.5754
153,0.173033,0.032818,0.428105,0.299972,4.849329,0.210847,0.4912,0.6033,0.379,0.7547,0.8437,0.6111
154,0.170793,0.032965,0.425581,0.288316,4.849337,0.210024,0.6692,0.713,0.6253,0.9068,0.953,0.7727
155,0.167062,0.033587,0.427888,0.257059,4.849339,0.210936,0.4313,0.5387,0.324,0.7277,0.8242,0.565
156,0.16339,0.032508,0.424373,0.245108,4.849337,0.206185,0.5023,0.5583,0.4463,0.7873,0.8707,0.6295
157,0.164708,0.031431,0.418626,0.266463,4.849338,0.20583,0.4732,0.559,0.3873,0.751,0.8397,0.5985
158,0.166917,0.030553,0.41467,0.294003,4.849347,0.20023,0.4943,0.599,0.3897,0.7622,0.847,0.6142
159,0.160848,0.029486,0.409025,0.267472,4.849354,0.197566,0.4982,0.5527,0.4437,0.7748,0.8575,0.6225
160,0.162999,0.030834,0.413627,0.270611,4.849351,0.196393,0.5957,0.6013,0.59,0.8443,0.9048,0.7058
161,0.164266,0.032236,0.415533,0.26581,4.849348,0.203345,0.4988,0.5663,0.4313,0.7785,0.8668,0.6246
162,0.171182,0.030838,0.414053,0.325055,4.849353,0.195691,0.529,0.5287,0.5293,0.8035,0.8792,0.6518
163,0.164712,0.029859,0.408145,0.293024,4.849354,0.197213,0.447,0.427,0.467,0.7362,0.8215,0.575
164,0.167939,0.032101,0.411817,0.300169,4.849346,0.196848,0.5185,0.559,0.478,0.805,0.8878,0.6445
165,0.155939,0.027959,0.399402,0.260554,4.849347,0.188026,0.6555,0.723,0.588,0.8852,0.938,0.7553
166,0.159133,0.028173,0.399122,0.282567,4.84934,0.186112,0.6467,0.7203,0.573,0.8837,0.9415,0.7511
167,0.165081,0.031276,0.416064,0.274241,4.849351,0.204021,0.5852,0.599,0.5713,0.8422,0.9128,0.6996
168,0.162596,0.028746,0.401909,0.29594,4.849353,0.191383,0.4368,0.528,0.3457,0.7295,0.83,0.5687
169,0.161231,0.02911,0.404512,0.282918,4.849349,0.189696,0.4908,0.5313,0.4503,0.7885,0.8775,0.6238
170,0.165199,0.030568,0.407797,0.297693,4.849349,0.191162,0.5503,0.639,0.4617,0.8247,0.9035,0.6714
171,0.1578,0.029146,0.401111,0.263896,4.849348,0.190485,0.5242,0.6113,0.437,0.7892,0.8718,0.643
172,0.150011,0.028695,0.394069,0.226915,4.849346,0.185082,0.5177,0.5833,0.452,0.7853,0.8695,0.6375
173,0.151364,0.028822,0.3974,0.228926,4.849349,0.188107,0.3875,0.485,0.29,0.6943,0.8015,0.5274
174,0.156521,0.027576,0.39244,0.278416,4.84936,0.18346,0.66,0.7507,0.5693,0.8977,0.947,0.7634
175,0.159313,0.02865,0.401639,0.277017,4.849364,0.1881,0.6837,0.686,0.6813,0.9007,0.948,0.7801
176,0.160096,0.027317,0.390601,0.305615,4.849363,0.18377,0.4915,0.5597,0.4233,0.7973,0.889,0.6259
177,0.158116,0.027996,0.391182,0.290692,4.84937,0.180784,0.666,0.6757,0.6563,0.8857,0.93,0.7627
178,0.159377,0.026488,0.385271,0.315807,4.849375,0.177339,0.7005,0.7673,0.6337,0.919,0.96,0.7958
179,0.155327,0.027598,0.390269,0.273311,4.849377,0.183382,0.6493,0.7353,0.5633,0.8802,0.933,0.7512
180,0.148298,0.025264,0.374366,0.266278,4.849373,0.170609,0.4937,0.4997,0.4877,0.7997,0.8835,0.6299
181,0.142917,0.024388,0.369952,0.24316,4.849369,0.166008,0.5718,0.6273,0.5163,0.8337,0.9043,0.6878
182,0.159852,0.027726,0.392501,0.300282,4.849365,0.182872,0.5557,0.7083,0.403,0.8018,0.8868,0.6679
183,0.151572,0.027704,0.387729,0.251727,4.84937,0.182594,0.4643,0.5037,0.425,0.7773,0.8747,0.6038
184,0.149633,0.025902,0.383079,0.257146,4.849362,0.176088,0.4413,0.5317,0.351,0.7183,0.8203,0.569
185,0.155058,0.025702,0.379052,0.300854,4.849357,0.174138,0.5207,0.6283,0.413,0.7898,0.8683,0.6407
186,0.147527,0.025186,0.37182,0.266459,4.849356,0.168229,0.5995,0.718,0.481,0.8423,0.908,0.7072
187,0.149985,0.02595,0.374886,0.272579,4.849351,0.17254,0.5855,0.675,0.496,0.8213,0.8862,0.6905
188,0.144473,0.023935,0.368285,0.257051,4.849351,0.167011,0.6527,0.6527,0.6527,0.886,0.9333,0.7555
189,0.144773,0.024531,0.367651,0.256927,4.849349,0.167591,0.5952,0.635,0.5553,0.8568,0.9195,0.7102
190,0.151373,0.027192,0.381933,0.264824,4.849356,0.175883,0.5332,0.5917,0.4747,0.8132,0.8875,0.6568
191,0.14674,0.023831,0.364942,0.280705,4.849362,0.161557,0.6102,0.7143,0.506,0.8633,0.929,0.7194
192,0.13908,0.023269,0.35814,0.243652,4.849352,0.157794,0.6238,0.6677,0.58,0.8518,0.9133,0.7249
193,0.14026,0.022328,0.354404,0.262582,4.849354,0.154789,0.5307,0.5923,0.469,0.8148,0.8928,0.6554
194,0.144532,0.022387,0.363103,0.276044,4.849355,0.159535,0.5607,0.624,0.4973,0.828,0.9067,0.6802
195,0.145406,0.025651,0.375891,0.243407,4.84935,0.170434,0.5673,0.6323,0.5023,0.8292,0.9082,0.6848
196,0.145306,0.024954,0.37204,0.250799,4.849351,0.170582,0.7367,0.7663,0.707,0.9343,0.9637,0.8218
197,0.149119,0.025154,0.369953,0.27922,4.849359,0.16895,0.5905,0.6187,0.5623,0.8453,0.9132,0.7032
198,0.144243,0.023354,0.359152,0.273724,4.849344,0.161745,0.5417,0.5717,0.5117,0.8225,0.9012,0.6671
199,0.140838,0.02213,0.354701,0.265728,4.849353,0.156546,0.562,0.5733,0.5507,0.821,0.8905,0.678
