epoch,total_loss,synergy_loss,main_loss,ortho_loss,diff_loss,gran_loss,val_recall@1,val_i2t_recall@1,val_t2i_recall@1,val_recall@5,val_recall@10,val_mrr
89,0.093478,0.017521,0.207096,0.204451,4.825892,0.100026,0.9803,0.982,0.9787,0.9998,1.0,0.9896
90,0.090755,0.017071,0.200074,0.199565,4.825883,0.097088,0.9882,0.9913,0.985,0.9995,0.9998,0.9936
91,0.087064,0.016578,0.193362,0.187091,4.82588,0.095527,0.9802,0.991,0.9693,0.9995,0.9997,0.9891
92,0.091451,0.017647,0.194317,0.208456,4.825877,0.098487,0.9265,0.9127,0.9403,0.9958,0.999,0.9579
93,0.083441,0.016357,0.18097,0.181924,4.825867,0.093257,0.976,0.9863,0.9657,0.9992,0.9998,0.9871
94,0.080367,0.016154,0.173192,0.173407,4.825872,0.092172,0.9637,0.961,0.9663,0.9995,0.9998,0.9803
95,0.082186,0.016911,0.170113,0.184787,4.825867,0.094529,0.9555,0.98,0.931,0.9992,0.9998,0.9764
96,0.079947,0.017134,0.164096,0.176919,4.825863,0.094531,0.9255,0.8883,0.9627,0.9967,0.9995,0.9572
97,0.075777,0.016377,0.153664,0.168784,4.825861,0.090813,0.9912,0.993,0.9893,0.9995,0.9998,0.9951
98,0.076885,0.016517,0.147449,0.183355,4.825849,0.091556,0.9682,0.964,0.9723,0.9995,0.9998,0.9831
99,0.071116,0.016413,0.140307,0.155857,4.825855,0.090072,0.9218,0.9243,0.9193,0.9943,0.9987,0.9545
100,0.071068,0.016581,0.13452,0.162049,4.82587,0.090785,0.9623,0.973,0.9517,0.9983,0.9997,0.9793
101,0.06917,0.016482,0.128063,0.159272,4.825859,0.089535,0.9828,0.9877,0.978,0.9993,0.9997,0.9906
102,0.066671,0.016472,0.12156,0.15243,4.82586,0.087874,0.9578,0.942,0.9737,0.9982,0.9992,0.976
103,0.06682,0.016593,0.116199,0.160009,4.825856,0.087932,0.9818,0.9757,0.988,0.9998,0.9998,0.9905
104,0.06491,0.016881,0.113143,0.149361,4.825858,0.089047,0.9873,0.988,0.9867,1.0,1.0,0.9935
105,0.061325,0.01562,0.103411,0.148604,4.825873,0.08199,0.9415,0.9373,0.9457,0.9967,0.9995,0.9665
106,0.059957,0.015598,0.098621,0.146554,4.825864,0.081106,0.9732,0.987,0.9593,0.9997,1.0,0.9858
107,0.057151,0.015684,0.093816,0.134256,4.825864,0.08055,0.9938,0.9963,0.9913,1.0,1.0,0.9968
108,0.057655,0.015926,0.089112,0.143837,4.82586,0.079054,0.9883,0.9883,0.9883,0.9998,1.0,0.9938
109,0.05444,0.016258,0.084777,0.128349,4.825845,0.076643,0.9823,0.9823,0.9823,0.9993,0.9998,0.9904
110,0.052456,0.015597,0.078697,0.128847,4.825838,0.072517,0.9847,0.9877,0.9817,0.9997,1.0,0.992
111,0.050918,0.015744,0.073923,0.126113,4.825827,0.069831,0.9725,0.9817,0.9633,0.9997,0.9998,0.9856
112,0.048027,0.015963,0.069044,0.113647,4.825831,0.067954,0.9803,0.9663,0.9943,0.9998,1.0,0.9895
113,0.046279,0.015798,0.063636,0.112947,4.825832,0.063405,0.9955,0.9993,0.9917,1.0,1.0,0.9977
114,0.043981,0.015317,0.058825,0.108916,4.825827,0.059227,0.9793,0.9907,0.968,0.9997,1.0,0.989
115,0.04154,0.014794,0.053984,0.104606,4.825826,0.054353,0.9807,0.9963,0.965,0.9998,1.0,0.9895
116,0.042338,0.015843,0.052738,0.105971,4.825826,0.055966,0.9882,0.9977,0.9787,1.0,1.0,0.9937
117,0.039797,0.015354,0.048593,0.099527,4.825823,0.05169,0.9817,0.98,0.9833,1.0,1.0,0.9903
118,0.037844,0.014541,0.044323,0.098316,4.825817,0.047804,0.978,0.9937,0.9623,0.9998,1.0,0.9881
119,0.036616,0.014712,0.042552,0.092359,4.825814,0.046883,0.9895,0.9893,0.9897,0.9998,1.0,0.9945
120,0.03567,0.014826,0.04079,0.088615,4.825814,0.045833,0.9928,0.9933,0.9923,1.0,1.0,0.9964
121,0.033448,0.014228,0.037791,0.08233,4.825812,0.042924,0.9965,0.9967,0.9963,1.0,1.0,0.9982
122,0.03446,0.014222,0.036282,0.091828,4.825811,0.041854,0.9527,0.991,0.9143,0.9973,0.9997,0.9729
123,0.032711,0.014009,0.034771,0.084301,4.825805,0.040061,0.9952,0.9967,0.9937,1.0,1.0,0.9974
124,0.032027,0.014241,0.033847,0.080268,4.825806,0.039604,0.9862,0.9857,0.9867,0.9998,1.0,0.9927
125,0.030532,0.01355,0.03137,0.078314,4.825803,0.037033,0.9287,0.9367,0.9207,0.9987,0.9998,0.9607
126,0.030668,0.014262,0.031743,0.074499,4.825807,0.038743,0.9878,0.998,0.9777,0.9998,1.0,0.9934
127,0.028658,0.013326,0.028944,0.071461,4.825808,0.034878,0.9768,0.995,0.9587,0.9993,0.9998,0.9873
128,0.028517,0.013433,0.028519,0.070545,4.825807,0.035001,0.939,0.9823,0.8957,0.9958,0.9992,0.9655
129,0.027121,0.013071,0.027082,0.06588,4.825801,0.033265,0.9848,0.991,0.9787,0.9998,1.0,0.9919
130,0.026407,0.012723,0.025875,0.064663,4.8258,0.03263,0.9483,0.986,0.9107,0.9993,1.0,0.9716
131,0.026629,0.013318,0.026198,0.063255,4.825803,0.032442,0.9778,0.9773,0.9783,0.999,0.9995,0.9878
132,0.027051,0.013371,0.025845,0.066217,4.825799,0.032585,0.9878,0.9913,0.9843,1.0,1.0,0.9935
133,0.025472,0.0127,0.024123,0.06194,4.825805,0.031011,0.99,0.9983,0.9817,1.0,1.0,0.9948
134,0.02602,0.013209,0.024376,0.062799,4.825802,0.031393,0.969,0.9863,0.9517,0.9993,1.0,0.983
135,0.02609,0.013258,0.024172,0.063008,4.825796,0.031868,0.9443,0.9747,0.914,0.9972,0.9995,0.9677
136,0.025094,0.013019,0.02321,0.059725,4.825803,0.030309,0.9928,0.9977,0.988,1.0,1.0,0.9963
137,0.023797,0.012638,0.022245,0.054548,4.825798,0.029509,0.8562,0.902,0.8103,0.98,0.9937,0.9108
138,0.026328,0.01361,0.023452,0.064638,4.825807,0.030957,0.9882,0.9967,0.9797,0.9998,1.0,0.9937
139,0.023776,0.012682,0.021545,0.055522,4.825803,0.028948,0.9885,0.9987,0.9783,1.0,1.0,0.9937
140,0.023026,0.012192,0.020513,0.054769,4.825801,0.027836,0.9922,0.9943,0.99,1.0,1.0,0.9959
141,0.022916,0.012417,0.020524,0.053049,4.825807,0.027823,0.9787,0.9957,0.9617,0.9998,1.0,0.9883
142,0.022357,0.011886,0.01945,0.054081,4.825809,0.026285,0.9752,0.995,0.9553,0.9992,1.0,0.9862
143,0.022829,0.012713,0.020457,0.051368,4.825808,0.027687,0.9953,0.9973,0.9933,1.0,1.0,0.9976
144,0.022577,0.012803,0.020315,0.049315,4.825812,0.027943,0.9465,0.9477,0.9453,0.9985,0.9998,0.9706
145,0.0219,0.012858,0.019983,0.045398,4.825807,0.027361,0.9808,0.9893,0.9723,1.0,1.0,0.9899
146,0.021537,0.012464,0.019363,0.045604,4.825796,0.027217,0.9865,0.9977,0.9753,1.0,1.0,0.9927
147,0.020532,0.012014,0.018481,0.04302,4.825793,0.025741,0.9973,0.999,0.9957,1.0,1.0,0.9987
148,0.022031,0.012396,0.018867,0.050289,4.825806,0.026566,0.84,0.894,0.786,0.9782,0.9945,0.9014
149,0.020296,0.011842,0.017901,0.04335,4.825806,0.025161,0.9942,1.0,0.9883,1.0,1.0,0.997
150,0.020801,0.011827,0.017709,0.047424,4.825809,0.024585,0.9947,0.999,0.9903,1.0,1.0,0.9973
