seed,group,n,metric,paper1,mgg2l,delta
1337,agreement,2957,nDCG@10,0.3972360752501426,0.40386532956421567,0.006629254314073074
1337,agreement,2957,Precision@5,0.48380114981400074,0.4883327696990193,0.004531619885018545
1337,divergence,935,nDCG@10,0.34417858671352763,0.3565742800747316,0.012395693361203941
1337,divergence,935,Precision@5,0.48877005347593583,0.5067379679144386,0.017967914438502763
